PRFID,PRFNM,PRFPDFROM,PRFPDTO,D_DAY,PRFCAST,PRFCREW,PRFRUNTIME,PRFAGE,ENTRPSNM,PCSEGUIDANCE,POSTER,RELATES,PLACEID,PLACENM_x,INFO_URLS,7DAYS RANK,PLACENM_y,SI DO,GU GUN,ADRES,TELNO,RELATE URL,RESTAURANT,CAFE,STORE,NOLIBANG,PARK BARRIER,REST BARRIER,ELEV BARRIER,PARKINGLOT
PF240693,프리즌 [대전 평송],2024.07.16,2024.11.28,107, , ,1시간 20분,만 7세 이상, ,"R석 20,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240693_240508_154159.jpg,"[('대전문화재단', 'https://아트키움.kr/user/performance/detail?performanceSN=820')]",FC000323,대전평송청소년문화센터 (평송홀(대극장)),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240693_240508_0341593.png', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240693_240508_0341592.png', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240693_240508_0341591.png', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240693_240508_0341590.png']",,,,,대전광역시 서구 둔산대로 201 (만년동),042-480-1622,http://www.pyoungsong.com/,,,,,,,,
PF240597,클럽 드바이,2024.06.11,2024.09.01,19,"변희상, 황민수, 유태율, 이종석, 박좌헌, 신주협, 이지연 등","이재준, 윤지율, 박정아 등",1시간 30분,만 13세 이상,(주)스튜디오 단단,"R석 66,000원, S석 44,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240597_240507_152605.gif,"[('예스24', 'http://ticket.yes24.com/Perf/49632'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012045'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24006515')]",FC001236,예스24 스테이지(구. DCF대명문화공장) (2관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240597_240514_0356441.jpg'],34.0,,,,서울특별시 종로구 대학로12길 21 (동숭동),02-742-9637,https://yes24stage.com/,,,,,,,,
PF240567,새벽의 입구에서,2024.06.06,2024.09.01,19,"김도빈, 이형훈, 선한국, 조풍래, 최호승, 손유동, 박영수 등","요시다 에리, 강하님, 김지호 등",1시간 40분,만 13세 이상,골든에이지컴퍼니,"R석 66,000원, S석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240567_240507_140637.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1135236'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012053'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5791'), ('티켓링크', 'http://www.ticketlink.co.kr/product/49932')]",FC001877,서경대학교 공연예술센터 (스콘2관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240567_240507_0205310.jpg'],,,,,서울특별시 종로구 동숭길 148 (혜화동),02-940-7114,https://www.skuniv.ac.kr/main,,,,,,,,
PF240388,에밀 [대학로],2024.06.11,2024.09.01,19,"박영수, 박유덕, 정동화, 구준모, 김인성, 정지우","홍윤경, 김소라, 이대웅 등",1시간 40분,만 13세 이상,"라이브러리컴퍼니, 프로스랩","전석 66,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240388_240503_093714.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1134300'), ('예스24', 'http://ticket.yes24.com/Perf/50559'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012071'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24006256'), ('코스타', 'https://ticket.co-star.kr/shop/item.php?it_id=1717384658')]",FC001236,예스24 스테이지(구. DCF대명문화공장) (3관(구. 수현재씨어터)),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240388_240503_0934310.jpg'],,,,,서울특별시 종로구 대학로12길 21 (동숭동),02-742-9637,https://yes24stage.com/,,,,,,,,
PF240334,오만방자 전라감사 길들이기 [전주],2024.05.24,2024.10.11,59, , ,1시간 20분,전체 관람가, ,"전석 15,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240334_240502_134844.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1127796'), ('인터파크', 'https://tickets.interpark.com/goods/24004923'), ('티켓링크', 'http://www.ticketlink.co.kr/product/49794')]",FC001263,전주한벽문화관 (야외공연장),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240334_240502_0148440.jpg'],,,,,전라북도 전주시 완산구 전주천동로 20 - 0 전통문화센터,063-280-7000,http://www.jt.or.kr/,,,,,,,,
PF240236,오만방자 전라감사 길들이기 [전주],2024.05.25,2024.10.12,60, , ,1시간 20분,전체 관람가, ,"전석 15,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240236_240430_111721.png,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1127817'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24006173'), ('티켓링크', 'http://www.ticketlink.co.kr/product/49796')]",FC001263,전주한벽문화관 (야외공연장),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240236_240430_1117210.jpg'],,,,,전라북도 전주시 완산구 전주천동로 20 - 0 전통문화센터,063-280-7000,http://www.jt.or.kr/,,,,,,,,
PF240203,"두들팝 VER.3, 하이팝",2024.07.13,2024.09.01,19,"박선주, 조성덕, 강지선, 오혜리, 김민형, 김인기","이길준, 염용균, 박소희 등",1시간,24개월 이상, ,"VIP석 60,000원, R석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240203_240430_093401.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1139527'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24006193'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77902'), ('티몬', 'www.tmon.co.kr/deal/26763486690'), ('페이북', 'https://paybooc.co.kr/app/paybooc/Culture.do?mFocus=Culture&returnURL=https://ticket.paybooc.co.kr:447/Play/PlayDetail?playNum=70890')]",FC000847,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어) (라이브홀),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240203_240711_1142391.jpg'],,,,,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",00-1544-1555,http://www.solpay-square.com/,,,,,,,,
PF240069,수박수영장 [서울],2024.07.06,2024.08.25,12,"손경원, 조정환, 양규아, 성나윤, 최서희, 김시현, 김승환 등","진영섭, 박명우, 조길나 등",1시간 15분,24개월 이상, ,"VIP석 77,000원, R석 66,000원, S석 44,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240069_240426_154440.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1147256'), ('예스24', 'http://ticket.yes24.com/Perf/50135'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012109'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005702'), ('티몬', 'www.tmon.co.kr/deal/27103420602'), ('티켓링크', 'http://www.ticketlink.co.kr/product/50153')]",FC000008,국립중앙박물관 극장 용 (국립중앙박물관 극장 용),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240069_240701_0152262.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240069_240701_0152261.jpg']",,,,,서울특별시 용산구 서빙고로 137 (용산동6가),00-1544-5955,http://www.theateryong.or.kr,,,,,,,,
PF240002,프랑켄슈타인,2024.06.05,2024.08.25,12,"유준상, 신성록, 전동석, 박은태, 이해준, 고은성, 이지혜 등","엄홍현, 김지원, 왕용범 등",2시간 55분,만 13세 이상,(주)EMK뮤지컬컴퍼니,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF240002_240426_094626.gif,"[('멜론티켓', 'https://ticket.melon.com/performance/index.htm?prodId=209765'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24009024')]",FC000031,블루스퀘어 (신한카드홀(구. 인터파크홀)),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF240002_240426_0946270.jpg'],32.142857142857146,,,,서울특별시 용산구 이태원로 294 (한남동),00-1544-1591,http://www.bluesquare.kr/,,,,,,,,
PF239896,미오 프라텔로 [대학로],2024.05.21,2024.10.27,75,"박규원, 이진혁, 박상혁, 성연, 김찬종, 박준형, 김이담 등","노재환, 박정인, 송은도 등",1시간 40분,만 13세 이상,(주)콘텐츠플래닝,"R석 77,000원, S석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239896_240807_142442.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1151567'), ('예스24', 'http://ticket.yes24.com/Perf/49881'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011915'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005912'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77887'), ('페이북', 'https://paybooc.co.kr/app/paybooc/Culture.do?mFocus=Culture&returnURL=https://ticket.paybooc.co.kr:447/Play/PlayDetail?playNum=70884')]",FC003244,링크아트센터 (벅스홀),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239896_240801_0119521.jpg'],31.0,,,,서울특별시 종로구 대학로14길 29(혜화동), , ,,,,,,,,
PF239751,진짜나쁜소녀,2024.05.08,2024.08.31,18,"이소연, 민정아, 김슬비, 서지우, 임다희, 신현수, 정휘욱 등","정구진, 강지원, 정수연 등",1시간 40분,만 15세 이상,㈜나인진엔터테인먼트,"전석 60,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239751_240423_101356.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/861751'), ('네이버N예약', 'https://booking.naver.com/booking/12/bizes/889241'), ('예스24', 'http://ticket.yes24.com/Perf/50066'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012124'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005755'), ('쿠팡', 'https://trip.coupang.com/tp/products/30000010328570'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77151'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5614'), ('티몬', 'www.tmon.co.kr/deal/26460866398'), ('티켓링크', 'https://www.ticketlink.co.kr/product/50677')]",FC000139,JTN 아트홀(구. 대학로예술마당) (1관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239751_240711_0130581.jpg'],,JTN 아트홀(구. 대학로예술마당),서울,종로구,서울특별시 종로구 이화장길 26 (이화동),02-779-1595,http://www.jtnarthall.com/,,,,,,,,
PF239742,"두들팝 Ver.2, 폴리팝 [분당]",2024.07.10,2024.08.24,11, , ,1시간,24개월 이상, ,"전석 60,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239742_240423_094617.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1123140'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005792'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77866')]",FC000155,잡월드 나래울극장 (잡월드 나래울극장),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239742_240423_0946170.jpg'],,,,,경기도 성남시 분당구 분당수서로 501(정자동 4-6),00-1644-1333,http://koreajobworld.or.kr/Index.do,,,,,,,,
PF239674,연남동 빙굴빙굴 빨래방,2024.06.01,2024.09.29,47,"김남호, 김늘메, 김준희, 김민주, 임재혁, 정지환, 이서정 등","황기현, 김기석, 김은지 등",1시간 40분,만 7세 이상,"극단 지우, 이엘엔터테인먼트(E.L Ent.)","전석 66,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239674_240422_135655.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1127713'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011870'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005493'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77920'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5651'), ('티몬', 'www.tmon.co.kr/deal/26561478450')]",FC002782,후암씨어터(콘텐츠룸) (후암씨어터(콘텐츠룸)),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239674_240513_0232171.jpg'],,,,,서울특별시 종로구 대학로11길 23 (명륜4가), , ,,,,,,,,
PF239641,엄마를 찾아라 [김포],2024.05.03,2024.09.11,29,"안성희, 이다빈, 서현, 배승규, 김도하, 송열우","김미미, 차차, 김범 등",40분,36개월 이상,드리미컴퍼니,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239641_240422_122711.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1143609'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005787')]",FC003921,소다아트홀 (소다아트홀),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239641_240422_1227110.jpg'],,,,,"경기도 김포시 김포한강9로75번길 180 (구래동, 두원타워)", , ,,,,,,,,
PF239344,미스터 래빗 [서울],2024.05.04,2024.08.18,5, , ,1시간,전체 관람가, ,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239344_240417_095135.png,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1120467')]",FC003502,롯데월드 (민속박물관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239344_240417_0951350.png'],,,,,서울특별시 송파구 올림픽로 240 (잠실동), , ,,,,,,,,
PF239123,시카고 [서울],2024.06.07,2024.09.29,47,"최정원, 윤공주, 정선아, 아이비, 티파니 영, 민경아, 박건형 등", ,2시간 25분,만 13세 이상, ,"VIP석 160,000원, OP석 150,000원, R석 140,000원, S석 110,000원, A석 80,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239123_240412_145134.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1123234'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011918'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005266'), ('신시컴퍼니', 'http://www.iseensee.com/Home/Perf/MakingDetail.aspx?IdPerf=1190')]",FC000011,디큐브링크아트센터 (디큐브씨어터),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239123_240415_0814031.jpg'],21.428571428571427,,,,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",02-2211-3000,http://www.d3art.co.kr,,,,,,,,
PF239087,정글북 [서울 송파],2024.07.16,2024.08.25,12,"김민규, 김세진, 김유상, 인선호, 장경원, 이정민, 류정훈 등","송승환, 정태영, 정도영 등",1시간 20분,전체 관람가, ,"VIP석 70,000원, R석 60,000원, S석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF239087_240412_132021.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1112097'), ('예스24', 'http://ticket.yes24.com/Perf/49381'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011771'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24005157'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5767')]",FC001247,올림픽공원 (우리금융아트홀(역도경기장)),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF239087_240808_1102461.jpg'],,,,,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),02-410-1114,http://www.olympicpark.co.kr/,,,,,,,,
PF238514,베어 더 뮤지컬,2024.05.22,2024.08.25,12,"박정원, 임재윤, 윤석호, 홍기범, 한서원, 최재웅, 김재한 등","박진희, 이재준, 김윤영 등",2시간 45분,만 15세 이상,(주)쇼플레이,"R석 88,000원, S석 66,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF238514_240402_114030.gif,"[('예스24', 'http://ticket.yes24.com/Perf/49272'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012158'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24004835')]",FC000402,두산아트센터 (연강홀),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF238514_240402_1140301.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF238514_240402_1140300.jpg']",47.333333333333336,,,,서울특별시 종로구 종로33길 15 (연지동),02-708-5001,http://www.doosanartcenter.com/,,,,,,,,
PF237983,옹알스 [대학로],2024.05.01,2024.08.31,18,"조수원, 조준우, 채경선, 최기섭, 하박, 이경섭, 최진영", ,1시간 10분,만 5세 이상, ,"전석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF237983_240325_123904.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/874409'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24004338'), ('코스타', 'https://ticket.co-star.kr/shop/item.php?it_id=1713839281')]",FC000794,세우아트센터 (1관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF237983_240614_1032101.jpg'],,,,,서울특별시 종로구 대학로12길 49 (동숭동),070-7542-5089, ,,,,,,,,
PF237698,스파이 엑스 [인천],2024.04.29,2024.09.29,47, , ,1시간,24개월 이상, ,"전석 25,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF237698_240319_124908.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/5/bizes/1073067')]",FC003416,루시드아트홀 (루시드아트홀),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF237698_240319_1249080.jpg'],,,,,인천광역시 남동구 서창남로 69 (서창동),032-710-4907,https://lucidart.modoo.at/?link=adxcz215,,,,,,,,
PF237601,이벤져스 라이브 [서울],2024.07.20,2024.08.18,5, , ,1시간 05분,24개월 이상, ,"VIP석 70,000원, R석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF237601_240318_160944.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1142502'), ('예스24', 'http://ticket.yes24.com/Perf/50063'), ('위메프', 'https://ticket.wemakeprice.com/product/3000012072'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24002353'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5725'), ('티몬', 'www.tmon.co.kr/deal/26844202206'), ('티켓링크', 'http://www.ticketlink.co.kr/product/50130')]",FC000168,예림당아트홀 (예림당아트홀),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF237601_240318_0409440.jpg'],,,,,서울특별시 강남구 언주로 337 (역삼동),02-738-8289,http://www.amculture.co.kr/default/index.php,,,,,,,,
PF237488,책 속에 갇힌 고양이,2024.03.30,2024.08.31,18,"임미영, 정유정, 전주희, 조선영, 인자혜, 박진영","서은영, 유주애, 김은지 등",50분,24개월 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF237488_240315_140610.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1098371'), ('예스24', 'http://ticket.yes24.com/Perf/49131'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24003804'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77768')]",FC003682,명륜아트홀 (명륜아트홀),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF237488_240315_0206101.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF237488_240315_0206100.jpg']",,,,,서울특별시 종로구 성균관로 48-2 (명륜1가), , ,,,,,,,,
PF237479,페인터즈 [경향아트힐],2024.03.25,2024.08.31,18, , ,1시간 15분,전체 관람가, ,"VIP석 70,000원, R석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF237479_240315_133619.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/788443'), ('예스24', 'http://ticket.yes24.com/Perf/49034'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22014959'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77806'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5636'), ('티몬', 'www.tmon.co.kr/deal/26542896186'), ('티켓링크', 'http://www.ticketlink.co.kr/product/48982')]",FC000198,경향아트힐 (1관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF237479_240621_1030291.jpg'],,경향아트힐,서울,중구,서울특별시 중구 정동길 3 (정동),02-722-4400, ,,,,,,,,
PF236863,달 샤베트 [서울숲],2024.04.13,2024.09.08,26, ,"김영인, 홍승희, 한보람 등",1시간,24개월 이상,할리퀸크리에이션즈(주),"전석 66,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236863_240307_112809.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1115297'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011793'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24003081'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77916'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5662'), ('티몬', 'www.tmon.co.kr/deal/27041761738')]",FC002012,더 서울라이티움 (갤러리아포레) (G층 전용관),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236863_240307_1128090.jpg'],,,,,서울특별시 성동구 서울숲2길 32-14 (성수동1가),02-516-2513,http://www.seouliteum.com/,,,,,,,,
PF236674,썸데이 [대학로],2024.03.16,2024.08.31,18,"김서별, 김여진, 표혜미, 이하은, 윤환호, 윤진웅, 정지환 등","장혁우, 김재덕, 변주은 등",1시간 40분,만 7세 이상,극단 무하,"전석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236674_240305_110135.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/963985'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24003273'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24007874'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5229'), ('티몬', 'www.tmon.co.kr/deal/25871947066')]",FC003868,대학로 무하아트센터 (대학로 무하아트센터),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236674_240625_1142471.jpg'],,,,,서울특별시 종로구 이화장길 72 (동숭동), , ,,,,,,,,
PF236545,뱀프 X 헌터: 울부짖어라! 피닉스 포포!!,2024.04.12,2024.08.31,18,"표혜미, 한슬, 이선주, 차윤오, 송정훈, 서형준, 김석환 등","노재환, 박정인, 김지은 등",1시간 30분,만 11세 이상, ,"전석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236545_240304_141647.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/433282'), ('대학로티켓닷컴', 'http://www.maketicket.co.kr/ticket/GD25627'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011732'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24002867'), ('클립서비스', 'https://www.clipservice.co.kr/Clipservice/Ticket/ShowDetail?playNum=77807'), ('타임티켓', 'https://www.timeticket.co.kr/?number=5503'), ('티몬', 'www.tmon.co.kr/deal/26065668390'), ('페이북', 'https://ticket.paybooc.co.kr:447/Play/PlayDetail?playNum=70873')]",FC001859,JS아트홀 (구. 고스트씨어터 구.다소니씨어터) (JS아트홀 (구. 고스트씨어터 구.다소니씨어터)),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236545_240520_0158551.jpg'],,JS아트홀 (구. 고스트씨어터 구.다소니씨어터),서울,종로구,서울특별시 종로구 동숭길 94 (동숭동),070-7733-7198, ,,,,,,,,
PF236543,인피니티 플라잉 [경주],2024.03.23,2024.11.30,109,"정의혁, 민경욱, 유의정, 서원우, 김태희, 양민혁, 김하은 등","최철기, 김진홍, 임중석 등",1시간 20분,36개월 이상,(주)페르소나 경주플라잉,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236543_240318_130612.gif,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/153378'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24002853'), ('티켓링크', 'http://www.ticketlink.co.kr/product/49426')]",FC001081,경주세계문화엑스포 (문화센터공연장),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236543_240318_0106124.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236543_240318_0106123.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236543_240318_0106122.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236543_240318_0106121.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236543_240318_0106120.jpg']",,경주세계문화엑스포,경북,경주시,경상북도 경주시 경감로 614 (천군동),054-748-3011,http://www.cultureexpo.or.kr/open.content/ko/,,,,,,,,
PF236535,핑크퐁과 아기상어의 무지개 구출 작전,2024.05.01,2024.08.25,12, , ,1시간 40분,24개월 이상, ,"전석(평일 플레이 패키지) 88,000원, 전석(주말 플레이 뮤지컬) 70,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236535_240304_135417.gif,"[('나눔티켓', 'https://www.nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=12256'), ('네이버N예약', 'https://booking.naver.com/booking/12/bizes/1082027'), ('인터파크', 'http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=24002524'), ('위메프', 'https://ticket.wemakeprice.com/product/3000011424')]",FC001247,올림픽공원 (뮤즈라이브),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236535_240304_0154170.jpg'],,,,,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),02-410-1114,http://www.olympicpark.co.kr/,,,,,,,,
PF236460,난타 [제주],2024.04.01,2024.12.31,140, , ,1시간 30분,12개월 이상, ,"VIP석 70,000원, S석 60,000원, A석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236460_240304_103714.jpg,"[('네이버N예약', 'https://booking.naver.com/booking/12/bizes/87288'), ('타임티켓', 'https://www.timeticket.co.kr/?number=4928')]",FC001617,제주난타극장 (제주난타극장),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF236460_240304_1037140.jpg'],,,,,제주특별자치도 제주시 선돌목동길 56-26 (오등동),064-723-8878,http://nanta.i-pmc.co.kr/Nanta/kr/about/nantaTheater04.aspx,,,,,,,,
